"","ADM_RATE_ALL","SATVRMID","SATMTMID","SATWRMID","TestPerc","Score","good_lab","ADM_RATE_ROUND"
"15990",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"15991",0.89358059914408,"585","575","520","SATMT25",530,"SAT Math 
25th Percentile",80
"15992",0.7391304347826,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",70
"15993",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"15994",0.82141414141414,"582","568","500","SATMT25",520,"SAT Math 
25th Percentile",80
"15995",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"15996",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"15997",0.84525266655009,"588","590","NULL","SATMT25",540,"SAT Math 
25th Percentile",80
"15998",0.94774819606867,"575","570","495","SATMT25",520,"SAT Math 
25th Percentile",90
"15999",0.4566037735849,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",40
"16000",0.92867756315007,"550","530","450","SATMT25",480,"SAT Math 
25th Percentile",90
"16001",0.85714285714285,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",80
"16002",0.77686246418338,"564","560","500","SATMT25",510,"SAT Math 
25th Percentile",70
"16003",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16004",0.05514516406115,"745","770","735","SATMT25",740,"SAT Math 
25th Percentile",0
"16005",0.73614889047959,"600","610","NULL","SATMT25",570,"SAT Math 
25th Percentile",70
"16006",0.85630666000428,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",80
"16007",0.6846452866861,"534","519","NULL","SATMT25",418,"SAT Math 
25th Percentile",60
"16008",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
